id,question,answer
600,thưa nhà_trường em muốn hỏi dựa theo trên hệ_thống về xác nhập_học thì chỉ cần nộp gồm phiếu xác nhập_học và giấy điểm kết_quả thpt thì khi nào cần nộp học_bạ và điền thông_tin về sinh_viên ạ,chào em nếu em trúng_tuyển thẳng nhà_trường sẽ yêu_cầu nộp học_bạ gốc khi làm thủ_tục nhập_học vậy nên dự_kiến vào tầm 10 em hàng năm em nhé
601,cho em hỏi là trong bảng kê_khai thì đã có mục thông_tin của bố_mẹ rồi vậy trong mục thông_tin người_thân có cần phải điền bố với mẹ vào nữa không ạ nếu gia_đình em hiện_tại đang ở là 4 người thì mục thông_tin người_thân chỉ cần điền thêm thông_tin của anh_em thôi đúng ko ạ,thắc_mắc về phần kê_khai nhập_học em truy_cập fanpage www facebook com nhaphoc hust xem trả_lời và đặt câu hỏi nhé
602,em làm hồ_sơ trên web ảnh thẻ và cccd đều tải lên được nhưng khi bấm nút lưu lại thì web báo tải ảnh không thành_công tên file không đúng định_dạng vui_lòng loại_bỏ dấu tự đặc_biệt vậy lỗi ảnh do đâu ạ em để ảnh dạng JPG ảnh thẻ đúng 3x4 và ảnh cccd 2MB,chào em_em hãy rename tên ảnh thành abc jpg hoặc abc png đi xem có tải lên được hay không ngoài_ra để giảm dung_lượng ảnh em hãy tải lên facebook sau đó tải về lại máy_tính và up lên nhé
603,trường mình có xét tuyển bổ_sung không ạ nếu có xin cho em biết thêm thông_tin về thời_gian và phương_thức xét tuyển,chào em đhbkhn hiện không có phương_án tuyển bổ_sung qua xét tuyển đợt 1 thì ĐHBKHN đang thừa chỉ_tiêu rồi
604,em đã trúng_tuyển theo diện 1 2 nhưng vì lí_do gia_đình nên hiện_tại em muốn chuyển_hướng sang học trường khác vậy em có_thể xin rút hồ_sơ được không ạ hoặc mượn bản_chính giấy_tờ đã nộp cho trường để photo được không ạ em xin cảm_ơn ạ,chào em_em cần làm những gì thì hãy gửi email về phòng tuyển_sinh tuyensinh hust edu vn nêu rõ họ tên của em số CMND ngành trúng_tuyển và làm 1 cái đơn xin rút hồ_sơ in ra ký đính kèm theo đơn đã ký
605,em đăng_kí nhầm khu_vực ưu_tiên của đánh_giá năng_lực có sửa được không ạ,chào em đây là thông_tin phụ chỉ có giá_trị thu_thập chứ không ảnh_hưởng gì đến hồ_sơ của em cả nên em không cần phải sửa nhé thông_tin KVUT này em cần nhập đúng khi đăng_ký lên phiếu đăng_ký nộp tại trường THPT khi thi TN thôi
606,chào thầy cô hiện_tại em đang học ngành kỹ_thuật điện năm nhất nhưng em lại có sở_thích và niềm đam_mê với môn hoá nên em muốn xin chuyển sang ngành kỹ_thuật hoá_học điểm thi của em đủ để đỗ ngành này và em cũng có giải thành_phố môn hoá_học em muốn hỏi là em có chuyển được không chuyển như thế_nào và chuyển vào thời_gian nào ạ,chào em về việc xin chuyển ngành học em cần làm đơn trình_bày ghi rõ lý_do chính_đáng và qua phòng đào_tạo C1 202 để được hướng_dẫn và xem_xét nhé
607,tất_cả các loại camera điện_thoại đều có_thể quét được hay chỉ tùy thuộc vào các loại điện_thoại có camera tân tiến thì mới quét được nếu được xin hãy ước_lượng giúp chúng em camera điện_thoại như thế_nào thì mới quét được,chào em thầy KHÔNG_THỂ ước_lượng được camera điện_thoại nào mới quét được vì không biết là em muốn quét CÁI GÌ em muốn quét mặt bạn em để tự sướng hay_là quét khung_cảnh ở tầm xa 500m ở tầm xa bao_nhiêu ánh_sáng như thế_nào camera quét được vật_thể hay không sẽ phụ_thuộc vào nhiều thứ 1 tiêu_cự của camera 2 góc cảm_biến 4 khẩu_độ mở ống_kính 5 ánh_sáng khi chụp 6 độ zoom độ rung khi chụp 7 và nhiều thông_số khác
608,hiện_nay việc quét ra độ ph và calo trong thực_phẩm bằng camera điện_thoại có khả_thi hay không nếu có thì là bao_nhiêu phần_trăm,chào em với 1 camera thông_thường của điện_thoại thì CHƯA THỂ quét ra được độ ph và calo trong thực_phẩm vì thiếu 1 số linh_kiện chuyên_dụng hiện đã có_thể quét được độ ph và calo nhưng không dùng camera em xem ở đây nhé https www consumerreports org video view healthy living fitness 4687170699001 new diet app helps you scan food count calories
609,điểm trúng_tuyển 2022 được công_bố theo cách tính của trường phải không ạ,chào em cách tính điểm trúng_tuyển 2022 được công_bố theo như trong đề_án tuyển_sinh em hãy xem nhé https ts hust edu vn tin tuc de an tuyen sinh nam 2022
610,em chào các thầy cô em đang là học_sinh lớp 11 thầy cô cho em hỏi chương_trình học ở đại_học có gì khác so với chương_trình trung_học phổ_thông không ạ,chào em chương_trình học đại_học tất_nhiên khác so với trung_học phổ_thông những điểm khác đó là 1 thời_gian LINH_ĐỘNG hơn nếu_như ở thời THPT lịch học của em kín hết từ thứ 2 đến thứ 7 hàng tuần đến chủ_nhật còn phải đi học thêm chỗ nào hở thì phải tìm cách lấp kín nó lại thì ở đại_học thời_gian khá là thoải_mái cho sinh_viên thời_gian_biểu ở đại_học vô_cùng linh_động em có_thể lựa_chọn thời_gian học cho từng môn dựa theo việc đăng_kí tín_chỉ sao cho phù_hợp với mình nhất để tham_gia và các hoạt_động ngoại khóa cũng như việc_làm bên ngoài 2 hầu_như không có bố_mẹ QUẢN_THÚC tất_cả là sự TỰ_giác cảnh_tượng bị bố_mẹ và thầy cô giám_sát từ đầu đến đuôi sẽ biến mất khi trở_thành sinh_viên em sẽ được thỏa_sức làm những việc mình thích tự chi tiền cho những thứ mình cần tuy_nhiên em sẽ tự học cách quản_lí thời_gian và chi_tiêu của mình đây là điều sẽ giúp em trưởng_thành hoặc ngược_lại là những buổi đi la_cà với lũ bạn tới khuya hay ngủ cả ngày mà không bị ai quản_thúc môi_trường_học ở đại_học sẽ rất phù_hợp với những bạn có tính tự_lập cao 3 TỰ HỌC là chính không có chuyện thầy cô đọc cho chép giáo_viên đứng trên bục giảng chép bài lên bảng học_trò dưới cặm_cụi chép theo là một hình_thức khá phổ_biến ở các trường THPT điều này tạo ra sự thụ_động và cứng_nhắc biến các học_sinh trở_thành những người_máy chỉ biết làm theo chứ không biết suy_nghĩ khi bước vào môi_trường đại_học em sẽ phải học cách vừa nghe giảng vừa chép bài và vừa suy_nghĩ đặt vấn_đề ngoài ra lượng kiến_thức ở đại_học là vô_cùng lớn và cũng không có lớp_học thêm bên ngoài như THPT do đó em sẽ phải tự_thân tìm_tòi khám_phá rất nhiều không phải chỉ kiến_thức chuyên_môn mà còn là các kĩ_năng mềm và kinh_nghiệm làm_việc nữa 4 học bù học vượt học cải_thiện học lại đây là điều vô_cùng thú_vị ở đại_học_sinh_viên có_thể tự đăng_kí và sắp_xếp thời_gian_biểu các môn_học nằm trong phạm_vi chương_trình cho mình thậm_chí nếu bị điểm thấp bị rớt môn thì người học hoàn_toàn có_thể đăng_kí học cải_thiện hay học lại vấn_đề ở chỗ chi_phí không hè rẻ chút nào ngược_lại theo quy_chế ở chương_trình THPT lịch học thì do trường quy_định và điểm là điểm bất_di_bất_dịch không_thể thay_đổi bị điểm kém là bị điểm kém không có chuyện quay ngược thời_gian giá_như cho em làm lại 5 thầy cô là BẠN không phải cha_mẹ ở thời THPT giáo_viên rất quyền_lực lời_nói thét ra lửa và có 2 món bảo_bối rất lợi_hại đó là sổ đầu_bài và số điện_thoại người_thân nhưng may_mắn thay những thứ trên sẽ hoàn_toàn biến mất khi bước vào giảng_đường đại_học các giảng_viên sẽ là những người bạn đồng_hành cùng sinh_viên xuyên suốt môn_học sẽ không còn khoảng_cách nào nữa sinh_viên có_thể tự do tranh_luận trao_đổi vấn_đề và nêu chính_kiến cá_nhân với giảng_viên của mình thầy cô không chỉ truyền_tải kiến_thức mà còn có_thể tiếp_nhận thêm kiến_thức mới ngay từ chính sinh_viên của mình một môi_trường vô_cùng tuyệt_vời để mọi người có_thể học_hỏi lẫn nhau 6 rất nhiều hoạt_động ngoại khóa câu lạc_bộ theo sở_thích đại_học là môi_trường giúp cho sinh_viên cải_thiện được những kĩ_năng mềm cần_thiết em sẽ được tham_gia vào các câu lạc_bộ_đội nhóm các chiến_dịch tình_nguyện đây là những hoạt_động giúp cho em cải_thiện được những kĩ_năng mềm cần_thiết như nói trước đám đông giao_tiếp hay làm_việc nhóm em sẽ được trãi nghiệm với những chuyến đi đến những miền quê trong chiến_dịch mùa hè xanh hay những ngày chạy dự_án vất_vả tất_cả sẽ giúp em trở_nên năng_động hơn quen được nhiều bạn mới và quan_trọng hơn hết em sẽ có được những kỉ_niệm đáng nhớ trong thời sinh_viên của mình 7 tạm_biệt đồng_phục được ĂN_MẶC tùy_ý em sẽ chia_tay với đồng_phục thân_thương và đầy kỉ_niệm ở thời học_sinh thay vào đó em sẽ được diện những bộ quần mà mình thích khi lên đại_học mỗi người mỗi phong_cách ăn_mặc khác nhau nhưng không cần những trang_phục lộng_lẫy hay quá cầu_kì em chỉ cần ăn_mặc làm_sao cho dễ nhìn có thiện_cảm một_chút là được vẫn còn nhiều sự khác_biệt nữa giữa thời sinh_viên và học_sinh đây là giai_đoạn đẹp nhất trong cuộc_đời mỗi con_người hãy sống học_tập làm_việc làm_sao cho thật xứng_đáng nhé
611,em chào thầy em muốn liên_hệ tới phòng đào_tạo trường mình thì sẽ qua đâu ạ,chào em_em hãy qua văn_phòng C1 201 202 315 316 hoặc D7 201 202A điện_thoại 024 38692104 024 38692008 024 38682305 email dt hust edu vn thông_tin các phòng_ban khác ở trường ĐHBKHN em có_thể xem tại danh_sách này https hust edu vn web vi phong ban chuc nang trung_tam
612,quốc_phòng kì 1 năm lớp 11 theo chương_trình không học chỉ học sang kì 2 thì em cần nhập gì hay bỏ trống em bỏ trống thì không được ạ em phải ghi như nào ạ em hỏi bên trường rồi ạ trong học_bạ bỏ trống kì 1 có kì 2 và cả năm ạ,chào em với thí_sinh lớp 12 em cần phải nhập đủ hết 5 kỳ học thpt do hệ_thống không tính điểm môn thể_dục và giáo_dục quốc_phòng nên em không cần quá TIỂU_TIẾT đến 2 môn_học này với trường_hợp của em_em có_thể nhập đạt các kỳ học mà em đã hoàn_thành với môn giáo_dục quốc_phòng
613,đã đăng_kí học kĩ_sư nhưng muốn chuyển xuống cử_nhân để rút ngắn thời_gian học có được không,chào em câu trả_lời là được em liên_hệ phòng đào_tạo đại_học C1 201 để làm thủ_tục thay_đổi đơn đăng_ký từ kỹ_sư xuống cử_nhân nhé
614,kính gửi các thầy cô phụ_trách chương_trình đào_tạo cao_học em hiện là sinh_viên chuyên_ngành hệ_thống nhúng và iot K64 của trường điện điện_tử đại_học bách_khoa hà_nội dù là không hoàn_toàn đúng chuyên_ngành học tuy_nhiên em lại rất quan_tâm tới học thạc_sĩ khoa_học dữ_liệu sau khi tham_khảo một_số ngành đào_tạo thạc_sĩ khác của viên công_nghệ thông_tin em nhận thấy với chương_trình cử_nhân 4 năm thuộc viện điện_tử viễn_thông thì không được tham_gia xét tuyển và thi_tuyển các ngành học thạc_sĩ của viên CNTT đào_tạo tuy_nhiên sau khi tìm_hiểu thì em nhận thấy chuyên_ngành em lại rất gần với các chuyên_ngành khác của viên cntt em gửi câu hỏi này để mong được thầy cô giải_đáp câu hỏi nếu em muốn học thạc_sĩ khoa_học dữ_liệu cũng như các ngành đào_tạo thạc_sĩ khác của viện CNTT em phải học thêm những gì để có_thể đủ yêu_cầu xét tuyển hoặc thi_tuyển mong các thầy cô giải_đáp giúp em và cho em xin số điện_thoại hoặc hòm_thư điện_tử để liên_hệ với thầy cô phụ_trách tuyển_sinh thạc_sĩ với ạ em xin cảm_ơn và chúc các thầy cô nhiều sức_khỏe ạ,chào em nhà_trường sẽ xét tuyển theo điều_kiện hồ_sơ không áp_dụng thi_tuyển chương_trình thạc_sĩ ngành CNTT em liên_hệ tới hotline 0904104109 cô thuỷ nhé
615,kính gửi các thầy cô phụ_trách chương_trình đào_tạo cao_học em đã tốt_nghiệp ngành quản_trị kinh_doanh tại đại_học bách_khoa hà_nội loại khá vào hiện em đã có chứng_chỉ tiếng anh C1 còn hiệu_lực đến các thầy cô cho em hỏi lịch tuyển_sinh thạc_sĩ đợt tiếp_theo của trường là vào thời_gian nào ạ và em đã đủ hồ_sơ để xin xét tuyển theo học thạc_sĩ chưa ạ mong các thầy cô giải_đáp giúp em và cho em xin số điện_thoại hoặc hòm_thư điện_tử để liên_hệ với thầy cô phụ_trách tuyển_sinh thạc_sĩ với ạ em xin cảm_ơn và chúc các thầy cô nhiều sức_khỏe ạ,chào em để liên_hệ về lịch tuyển_sinh thạc_sĩ em gọi tới 2 sdt hotline 0904104109 0912010581 điều_kiện xét tuyển xem ở phụ_lục 2 https drive google com file d 114tqkokqkvmqnwlrdubrikxargl gck view nếu em thấy mình đủ điều_kiện xét tuyển thì em cứ đăng_ký online luôn nhà_trường sẽ nhận hồ_sơ XÉT TUYỂN LIÊN_TỤC SUỐT NĂM không phân_biệt đợt nào cả link đăng_ký xét tuyển_chọn đăng_ký xét tuyển tại THÔNG_TIN_HỌC THẠC_sĩ http sdh hust edu vn home default aspx scid 61
